crop_id,year,month,expense_type,expense_subtype,total_yearly,total_monthly,percentage,crop_name
6,2023,9,Fertilizer,Homic Acid,2428.008521954481,0.0,0.0,Wheat
6,2023,10,Fertilizer,Homic Acid,2428.008521954481,0.0,0.0,Wheat
6,2023,11,Fertilizer,Homic Acid,2428.008521954481,729.1666666666666,0.3003147065067578,Wheat
6,2023,12,Fertilizer,Homic Acid,2428.008521954481,1093.75,0.4504720597601366,Wheat
6,2023,1,Fertilizer,Nitrophos,11363.49478553214,0.0,0.0,Wheat
6,2023,2,Fertilizer,Nitrophos,11363.49478553214,566.3476813052522,0.0498392168953444,Wheat
6,2023,3,Fertilizer,Nitrophos,11363.49478553214,740.9311628902054,0.0652027546871891,Wheat
6,2023,4,Fertilizer,Nitrophos,11363.49478553214,2124.2631652384844,0.1869374875714353,Wheat
6,2023,5,Fertilizer,Nitrophos,11363.49478553214,1256.817456955816,0.1106013141798577,Wheat
6,2023,6,Fertilizer,Nitrophos,11363.49478553214,372.981178141984,0.0328227526110065,Wheat
6,2023,7,Fertilizer,Nitrophos,11363.49478553214,0.0,0.0,Wheat
6,2023,8,Fertilizer,Nitrophos,11363.49478553214,99.36625589886616,0.0087443394637165,Wheat
6,2023,9,Fertilizer,Nitrophos,11363.49478553214,0.0,0.0,Wheat
6,2023,10,Fertilizer,Nitrophos,11363.49478553214,5285.416666666667,0.4651224615684246,Wheat
6,2023,11,Fertilizer,Nitrophos,11363.49478553214,539.5833333333334,0.0474839249295317,Wheat
6,2023,12,Fertilizer,Nitrophos,11363.49478553214,377.7878851015333,0.0332457480934939,Wheat
6,2023,1,Fertilizer,Potash,6355.54000050954,26.69290357781126,0.0041999426603673,Wheat
6,2023,2,Fertilizer,Potash,6355.54000050954,155.708604203899,0.0244996655188096,Wheat
6,2023,3,Fertilizer,Potash,6355.54000050954,1841.4544414879392,0.2897400443298767,Wheat
6,2023,4,Fertilizer,Potash,6355.54000050954,0.0,0.0,Wheat
6,2023,5,Fertilizer,Potash,6355.54000050954,0.0,0.0,Wheat
6,2023,6,Fertilizer,Potash,6355.54000050954,500.2061789221141,0.0787039620365871,Wheat
6,2023,7,Fertilizer,Potash,6355.54000050954,309.1459131108988,0.0486419585253359,Wheat
6,2023,8,Fertilizer,Potash,6355.54000050954,0.0,0.0,Wheat
6,2023,9,Fertilizer,Potash,6355.54000050954,168.16529254021088,0.0264596387603144,Wheat
6,2023,10,Fertilizer,Potash,6355.54000050954,0.0,0.0,Wheat
6,2023,11,Fertilizer,Potash,6355.54000050954,1437.5,0.2261806235008751,Wheat
6,2023,12,Fertilizer,Potash,6355.54000050954,1916.6666666666667,0.3015741646678335,Wheat
6,2023,1,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,2,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,3,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,4,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,5,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,6,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,7,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,8,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,9,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,10,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,11,Fertilizer,Single Super Phosphate,483.3333333333333,483.3333333333333,1.0,Wheat
6,2023,12,Fertilizer,Single Super Phosphate,483.3333333333333,,,Wheat
6,2023,1,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,2,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,3,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,4,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,5,Fertilizer,Sulphur,1157.8668989348776,295.53046798293195,0.2552369950767144,Wheat
6,2023,6,Fertilizer,Sulphur,1157.8668989348776,46.62798250529382,0.0402705894331955,Wheat
6,2023,7,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,8,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,9,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,10,Fertilizer,Sulphur,1157.8668989348776,8.673617379884037e-15,7.49103147163366e-18,Wheat
6,2023,11,Fertilizer,Sulphur,1157.8668989348776,625.0,0.53978570470832,Wheat
6,2023,12,Fertilizer,Sulphur,1157.8668989348776,190.7084484466517,0.1647067107817699,Wheat
6,2023,1,Fertilizer,Urea,25543.44714753537,693.1213722830222,0.0271349974136086,Wheat
6,2023,2,Fertilizer,Urea,25543.44714753537,1406.3617456368868,0.0550576332753343,Wheat
6,2023,3,Fertilizer,Urea,25543.44714753537,424.2442426366242,0.0166087310058916,Wheat
6,2023,4,Fertilizer,Urea,25543.44714753537,684.9268880308049,0.0268141916819121,Wheat
6,2023,5,Fertilizer,Urea,25543.44714753537,1644.5303238822942,0.0643816911000194,Wheat
6,2023,6,Fertilizer,Urea,25543.44714753537,3219.6101608788817,0.1260444662101737,Wheat
6,2023,7,Fertilizer,Urea,25543.44714753537,667.8799449744785,0.0261468211834094,Wheat
6,2023,8,Fertilizer,Urea,25543.44714753537,2196.9160252900047,0.0860070300065972,Wheat
6,2023,9,Fertilizer,Urea,25543.44714753537,564.107895716376,0.0220842509023221,Wheat
6,2023,10,Fertilizer,Urea,25543.44714753537,140.70688153933656,0.0055085314337815,Wheat
6,2023,11,Fertilizer,Urea,25543.44714753537,9442.708333333334,0.369672436096568,Wheat
6,2023,12,Fertilizer,Urea,25543.44714753537,4458.333333333333,0.1745392196903818,Wheat
6,2023,1,Fertilizer,Zinc,1431.6420606250872,42.1118285327069,0.0294150540075079,Wheat
6,2023,2,Fertilizer,Zinc,1431.6420606250872,0.0,0.0,Wheat
6,2023,3,Fertilizer,Zinc,1431.6420606250872,0.0,0.0,Wheat
6,2023,4,Fertilizer,Zinc,1431.6420606250872,0.0,0.0,Wheat
6,2023,5,Fertilizer,Zinc,1431.6420606250872,164.9433527936121,0.1152127038804616,Wheat
6,2023,6,Fertilizer,Zinc,1431.6420606250872,90.90890828125272,0.0634997467464457,Wheat
6,2023,7,Fertilizer,Zinc,1431.6420606250872,266.27424793384534,0.1859921940387697,Wheat
6,2023,8,Fertilizer,Zinc,1431.6420606250872,76.59836189638295,0.0535038498819588,Wheat
6,2023,9,Fertilizer,Zinc,1431.6420606250872,0.0,0.0,Wheat
6,2023,10,Fertilizer,Zinc,1431.6420606250872,34.05452735945892,0.0237870402777841,Wheat
6,2023,11,Fertilizer,Zinc,1431.6420606250872,27.58416716116172,0.0192675026250052,Wheat
6,2023,12,Fertilizer,Zinc,1431.6420606250872,729.1666666666666,0.5093219085420667,Wheat
6,2023,1,Fuel,Tractor Diesel ,6772.328137349285,91.37831175393272,0.0134928948953289,Wheat
6,2023,2,Fuel,Tractor Diesel ,6772.328137349285,290.6064082919187,0.0429108575955185,Wheat
6,2023,3,Fuel,Tractor Diesel ,6772.328137349285,342.5357703049833,0.050578732063484,Wheat
6,2023,4,Fuel,Tractor Diesel ,6772.328137349285,73.42461250441168,0.010841856894009,Wheat
6,2023,5,Fuel,Tractor Diesel ,6772.328137349285,376.0499710351874,0.0555274291807093,Wheat
6,2023,6,Fuel,Tractor Diesel ,6772.328137349285,259.5980914545327,0.0383321785639495,Wheat
6,2023,7,Fuel,Tractor Diesel ,6772.328137349285,343.32884428202914,0.0506958371359142,Wheat
6,2023,8,Fuel,Tractor Diesel ,6772.328137349285,454.7811277222898,0.0671528488429523,Wheat
6,2023,9,Fuel,Tractor Diesel ,6772.328137349285,320.6458333333333,0.04734647034673,Wheat
6,2023,10,Fuel,Tractor Diesel ,6772.328137349285,849.59375,0.1254507656406227,Wheat
6,2023,11,Fuel,Tractor Diesel ,6772.328137349285,2990.677083333333,0.4416025069487987,Wheat
6,2023,12,Fuel,Tractor Diesel ,6772.328137349285,379.70833333333337,0.0560676218919824,Wheat
6,2023,1,Labor,Driver,546.1172268324766,0.0,0.0,Wheat
6,2023,2,Labor,Driver,546.1172268324766,0.0,0.0,Wheat
6,2023,3,Labor,Driver,546.1172268324766,4.0019632546333685,0.007328029694,Wheat
6,2023,4,Labor,Driver,546.1172268324766,119.45860315080608,0.2187416863659025,Wheat
6,2023,5,Labor,Driver,546.1172268324766,5.661110520616786,0.0103661086713042,Wheat
6,2023,6,Labor,Driver,546.1172268324766,3.462568207269741,0.0063403387352435,Wheat
6,2023,7,Labor,Driver,546.1172268324766,3.462568207269741,0.0063403387352435,Wheat
6,2023,8,Labor,Driver,546.1172268324766,75.83720367530235,0.1388661627013016,Wheat
6,2023,9,Labor,Driver,546.1172268324766,41.66666666666666,0.0762961954310371,Wheat
6,2023,10,Labor,Driver,546.1172268324766,41.66666666666666,0.0762961954310371,Wheat
6,2023,11,Labor,Driver,546.1172268324766,250.0,0.4577771725862227,Wheat
6,2023,12,Labor,Driver,546.1172268324766,0.8998764832452434,0.0016477716487073,Wheat
6,2023,1,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,2,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,3,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,4,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,5,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,6,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,7,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,8,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,9,Labour,Driver,62.49999999999999,20.83333333333333,0.3333333333333333,Wheat
6,2023,10,Labour,Driver,62.49999999999999,41.66666666666666,0.6666666666666666,Wheat
6,2023,11,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,12,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2023,1,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,2,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,3,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,4,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,5,Machinery Expense,Others,51.78762617155908,0.9243895035001268,0.0178496210743057,Wheat
6,2023,6,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,7,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,8,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,9,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,10,Machinery Expense,Others,51.78762617155908,26.041666666666668,0.5028549982267448,Wheat
6,2023,11,Machinery Expense,Others,51.78762617155908,24.821570001392296,0.4792953806989495,Wheat
6,2023,12,Machinery Expense,Others,51.78762617155908,-6.424901762877064e-16,-1.2406248823981654e-17,Wheat
6,2023,1,Pesticides ,Weedicide,1474.1175456796018,133.61982429849124,0.090643941312624,Wheat
6,2023,2,Pesticides ,Weedicide,1474.1175456796018,11.852669452848763,0.0080405185377428,Wheat
6,2023,3,Pesticides ,Weedicide,1474.1175456796018,30.63746694875145,0.0207835983219553,Wheat
6,2023,4,Pesticides ,Weedicide,1474.1175456796018,118.01167495506184,0.0800558105430159,Wheat
6,2023,5,Pesticides ,Weedicide,1474.1175456796018,50.47644961265085,0.0342418077585394,Wheat
6,2023,6,Pesticides ,Weedicide,1474.1175456796018,42.92786502767235,0.0291210596831215,Wheat
6,2023,7,Pesticides ,Weedicide,1474.1175456796018,19.332288204702387,0.0131144821261792,Wheat
6,2023,8,Pesticides ,Weedicide,1474.1175456796018,133.36309166712306,0.0904697810958078,Wheat
6,2023,9,Pesticides ,Weedicide,1474.1175456796018,16.50611585946405,0.0111972860697851,Wheat
6,2023,10,Pesticides ,Weedicide,1474.1175456796018,145.72343298616894,0.098854689989452,Wheat
6,2023,11,Pesticides ,Weedicide,1474.1175456796018,0.0,0.0,Wheat
6,2023,12,Pesticides ,Weedicide,1474.1175456796018,771.6666666666667,0.5234770245617766,Wheat
6,2023,1,Seed,Seed,590.9565708560573,0.0,0.0,Wheat
6,2023,2,Seed,Seed,590.9565708560573,22.302553830328435,0.0377397509905356,Wheat
6,2023,3,Seed,Seed,590.9565708560573,26.075393015912383,0.0441240427839556,Wheat
6,2023,4,Seed,Seed,590.9565708560573,6.962213041752138,0.0117812600537916,Wheat
6,2023,5,Seed,Seed,590.9565708560573,10.962768718518287,0.0185508872549427,Wheat
6,2023,6,Seed,Seed,590.9565708560573,11.747749288492074,0.0198792091802521,Wheat
6,2023,7,Seed,Seed,590.9565708560573,10.497320311909467,0.0177632686217586,Wheat
6,2023,8,Seed,Seed,590.9565708560573,5.437477844366265,0.0092011462644193,Wheat
6,2023,9,Seed,Seed,590.9565708560573,46.857994350858526,0.0792917731382193,Wheat
6,2023,10,Seed,Seed,590.9565708560573,137.26634906726773,0.2322782347075424,Wheat
6,2023,11,Seed,Seed,590.9565708560573,312.5,0.5288036641124301,Wheat
6,2023,12,Seed,Seed,590.9565708560573,0.3467513866519313,0.0005867628921523,Wheat
6,2024,1,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,2,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,3,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,4,Fuel,Tractor Diesel,605.9286491740727,27.44460547451906,0.0452934607266518,Wheat
6,2024,5,Fuel,Tractor Diesel,605.9286491740727,220.207107995962,0.3634208554028946,Wheat
6,2024,6,Fuel,Tractor Diesel,605.9286491740727,37.6229773702584,0.0620914317577513,Wheat
6,2024,7,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,8,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,9,Fuel,Tractor Diesel,605.9286491740727,320.6539583333333,0.5291942521127022,Wheat
6,2024,10,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,11,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,12,Fuel,Tractor Diesel,605.9286491740727,0.0,0.0,Wheat
6,2024,1,Fuel,Tractor Diesel ,423.126151644648,4.462003591838629,0.0105453269066335,Wheat
6,2024,2,Fuel,Tractor Diesel ,423.126151644648,14.190312916938494,0.0335368373280219,Wheat
6,2024,3,Fuel,Tractor Diesel ,423.126151644648,69.29166666666667,0.1637612480281284,Wheat
6,2024,4,Fuel,Tractor Diesel ,423.126151644648,152.42708333333334,0.360240279975286,Wheat
6,2024,5,Fuel,Tractor Diesel ,423.126151644648,18.3625226737416,0.0433972766806503,Wheat
6,2024,6,Fuel,Tractor Diesel ,423.126151644648,12.676176592360012,0.0299583860347298,Wheat
6,2024,7,Fuel,Tractor Diesel ,423.126151644648,16.764749829187867,0.0396211620672109,Wheat
6,2024,8,Fuel,Tractor Diesel ,423.126151644648,22.20696559662523,0.0524830845607368,Wheat
6,2024,9,Fuel,Tractor Diesel ,423.126151644648,47.9424048286947,0.1133052273945902,Wheat
6,2024,10,Fuel,Tractor Diesel ,423.126151644648,40.53284232868917,0.0957937536385831,Wheat
6,2024,11,Fuel,Tractor Diesel ,423.126151644648,12.706706754379686,0.0300305398401635,Wheat
6,2024,12,Fuel,Tractor Diesel ,423.126151644648,11.562716532192551,0.027326877545265,Wheat
6,2024,1,Labor,Driver,41.31284725912811,0.0,0.0,Wheat
6,2024,2,Labor,Driver,41.31284725912811,0.0,0.0,Wheat
6,2024,3,Labor,Driver,41.31284725912811,0.2501227034145855,0.0060543564534715,Wheat
6,2024,4,Labor,Driver,41.31284725912811,7.466162696925378,0.1807225401361249,Wheat
6,2024,5,Labor,Driver,41.31284725912811,20.83333333333333,0.5042821958665699,Wheat
6,2024,6,Labor,Driver,41.31284725912811,0.2164105129543587,0.0052383344966992,Wheat
6,2024,7,Labor,Driver,41.31284725912811,0.2164105129543587,0.0052383344966992,Wheat
6,2024,8,Labor,Driver,41.31284725912811,4.739825229706397,0.1147300547932853,Wheat
6,2024,9,Labor,Driver,41.31284725912811,0.8049970898536312,0.0194853936066042,Wheat
6,2024,10,Labor,Driver,41.31284725912811,5.484982450295681,0.1327669917275858,Wheat
6,2024,11,Labor,Driver,41.31284725912811,1.2443604494875629,0.0301204233560208,Wheat
6,2024,12,Labor,Driver,41.31284725912811,0.0562422802028277,0.0013613750669387,Wheat
6,2024,1,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,2,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,3,Labor,Loading-Unloading,351.52473681672825,177.08333333333334,0.5037578149888721,Wheat
6,2024,4,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,5,Labor,Loading-Unloading,351.52473681672825,40.46908612701418,0.1151244333286087,Wheat
6,2024,6,Labor,Loading-Unloading,351.52473681672825,12.381381203920691,0.0352219343538713,Wheat
6,2024,7,Labor,Loading-Unloading,351.52473681672825,26.108483222920867,0.0742721080153538,Wheat
6,2024,8,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,9,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,10,Labor,Loading-Unloading,351.52473681672825,95.48245292953918,0.271623709313294,Wheat
6,2024,11,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,12,Labor,Loading-Unloading,351.52473681672825,0.0,0.0,Wheat
6,2024,1,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,2,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,3,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,4,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,5,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,6,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,7,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,8,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,9,Labour,Driver,62.49999999999999,41.66666666666666,0.6666666666666666,Wheat
6,2024,10,Labour,Driver,62.49999999999999,20.83333333333333,0.3333333333333333,Wheat
6,2024,11,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,12,Labour,Driver,62.49999999999999,0.0,0.0,Wheat
6,2024,1,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,2,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,3,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,4,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,5,Machinery Expense,Harvester Rent,9399.788582462015,6002.083333333333,0.6385338649564873,Wheat
6,2024,6,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,7,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,8,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,9,Machinery Expense,Harvester Rent,9399.788582462015,198.0319713417131,0.0210677048323403,Wheat
6,2024,10,Machinery Expense,Harvester Rent,9399.788582462015,70.72570405061181,0.0075241802972644,Wheat
6,2024,11,Machinery Expense,Harvester Rent,9399.788582462015,3128.947573736358,0.3328742499139077,Wheat
6,2024,12,Machinery Expense,Harvester Rent,9399.788582462015,0.0,0.0,Wheat
6,2024,1,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,2,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,3,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,4,Miscellaneous,Sacks and sew,619.9867210243837,30.0,0.0483881331368387,Wheat
6,2024,5,Miscellaneous,Sacks and sew,619.9867210243837,453.125,0.7308624275876691,Wheat
6,2024,6,Miscellaneous,Sacks and sew,619.9867210243837,72.87458991863147,0.1175421786425089,Wheat
6,2024,7,Miscellaneous,Sacks and sew,619.9867210243837,63.98713110575213,0.103207260632983,Wheat
6,2024,8,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,9,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,10,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,11,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,12,Miscellaneous,Sacks and sew,619.9867210243837,0.0,0.0,Wheat
6,2024,1,Pesticides ,Pesticides ,8.315799615131512,1.5419764230904956e-16,1.854273184126154e-17,Wheat
6,2024,2,Pesticides ,Pesticides ,8.315799615131512,0.0037446492736814,0.0004503053761501,Wheat
6,2024,3,Pesticides ,Pesticides ,8.315799615131512,0.1910161197210227,0.0229702648646617,Wheat
6,2024,4,Pesticides ,Pesticides ,8.315799615131512,0.5584162584927844,0.0671512403301162,Wheat
6,2024,5,Pesticides ,Pesticides ,8.315799615131512,4.166666666666667,0.501054241264419,Wheat
6,2024,6,Pesticides ,Pesticides ,8.315799615131512,0.7552420302432307,0.0908201333842851,Wheat
6,2024,7,Pesticides ,Pesticides ,8.315799615131512,0.1896077889122779,0.0228009088347037,Wheat
6,2024,8,Pesticides ,Pesticides ,8.315799615131512,0.5519843347177305,0.0663777820852409,Wheat
6,2024,9,Pesticides ,Pesticides ,8.315799615131512,0.981383969890248,0.1180143841013811,Wheat
6,2024,10,Pesticides ,Pesticides ,8.315799615131512,0.9177377972138696,0.1103607397590419,Wheat
6,2024,11,Pesticides ,Pesticides ,8.315799615131512,1.5419764230904956e-16,1.854273184126154e-17,Wheat
6,2024,12,Pesticides ,Pesticides ,8.315799615131512,1.5419764230904956e-16,1.854273184126154e-17,Wheat
6,2024,1,Pesticides ,Strengthen,2114.719140308582,0.0,0.0,Wheat
6,2024,2,Pesticides ,Strengthen,2114.719140308582,75.0,0.0354657025467012,Wheat
6,2024,3,Pesticides ,Strengthen,2114.719140308582,71.0825251358736,0.0336132225698307,Wheat
6,2024,4,Pesticides ,Strengthen,2114.719140308582,0.0,0.0,Wheat
6,2024,5,Pesticides ,Strengthen,2114.719140308582,0.0,0.0,Wheat
6,2024,6,Pesticides ,Strengthen,2114.719140308582,0.0,0.0,Wheat
6,2024,7,Pesticides ,Strengthen,2114.719140308582,35.5557239297762,0.0168134497163476,Wheat
6,2024,8,Pesticides ,Strengthen,2114.719140308582,164.55369497664014,0.0778134986533617,Wheat
6,2024,9,Pesticides ,Strengthen,2114.719140308582,650.08396727834,0.3074091281849744,Wheat
6,2024,10,Pesticides ,Strengthen,2114.719140308582,14.276562321285471,0.0067510441690153,Wheat
6,2024,11,Pesticides ,Strengthen,2114.719140308582,0.0,0.0,Wheat
6,2024,12,Pesticides ,Strengthen,2114.719140308582,1104.1666666666667,0.5221339541597687,Wheat
6,2024,1,Pesticides ,Weedicide,727.8825826212568,398.4375,0.5473925458762092,Wheat
6,2024,2,Pesticides ,Weedicide,727.8825826212568,6.119932594107251,0.0084078568992104,Wheat
6,2024,3,Pesticides ,Weedicide,727.8825826212568,15.819156463144472,0.021733115808564,Wheat
6,2024,4,Pesticides ,Weedicide,727.8825826212568,60.93340398260143,0.0837132326523977,Wheat
6,2024,5,Pesticides ,Weedicide,727.8825826212568,26.0626916534003,0.0358061757152412,Wheat
6,2024,6,Pesticides ,Weedicide,727.8825826212568,22.16510309541667,0.0304514816326494,Wheat
6,2024,7,Pesticides ,Weedicide,727.8825826212568,9.981911768761693,0.0137136291032198,Wheat
6,2024,8,Pesticides ,Weedicide,727.8825826212568,68.85985767099696,0.0946029748685815,Wheat
6,2024,9,Pesticides ,Weedicide,727.8825826212568,8.52266376382964,0.0117088442110233,Wheat
6,2024,10,Pesticides ,Weedicide,727.8825826212568,75.24191835476458,0.103370955908579,Wheat
6,2024,11,Pesticides ,Weedicide,727.8825826212568,0.0,0.0,Wheat
6,2024,12,Pesticides ,Weedicide,727.8825826212568,35.738443274233845,0.049099187324324,Wheat
7,2024,1,Electricity Bills,Meter 1,9280.251802114368,1.141718713266986e-13,1.2302669556949548e-17,Rice
7,2024,2,Electricity Bills,Meter 1,9280.251802114368,1.141718713266986e-13,1.2302669556949548e-17,Rice
7,2024,3,Electricity Bills,Meter 1,9280.251802114368,1.141718713266986e-13,1.2302669556949548e-17,Rice
7,2024,4,Electricity Bills,Meter 1,9280.251802114368,1.141718713266986e-13,1.2302669556949548e-17,Rice
7,2024,5,Electricity Bills,Meter 1,9280.251802114368,1.141718713266986e-13,1.2302669556949548e-17,Rice
7,2024,6,Electricity Bills,Meter 1,9280.251802114368,3404.255319148936,0.3668279042141213,Rice
7,2024,7,Electricity Bills,Meter 1,9280.251802114368,1.141718713266986e-13,1.2302669556949548e-17,Rice
